type,id,en_description,zh_description
Sentence,s299,"In a large cohort study, an association between recent daily aspirin use and lower-cancer mortality in the gastrointestinal tract (RR = 0.61; 95% CI, 0.47–0.78), liver (RR = 0.52; 95% CI, 0.30–0.93), and bladder (RR = 0.52; 95% CI, 0.28–0.97) were observed among the 100,139 analysis-eligible participants from the CPS II Nutrition Cohort established by the American Cancer Society in 1982","美国癌症协会于1982年启动的大型CPS II营养队列中，共纳入100,139例合格参与者分析发现，近期每日服用阿司匹林的参与者消化道癌（RR = 0.61；95% CI，0.47–0.78）、肝癌（RR = 0.52；95% CI，0.30–0.93）与胆囊癌（RR = 0.52；95% CI，0.28–0.97）的死亡率均降低"
Sentence,s300,"In a double-blind, placebo-controlled, two-factor, phase III RCT (ASA/Folate Polyp Prevention Study) involving 1,021 men and women with a recent history of colorectal adenoma, folic acid (1 mg/day) was associated with higher risks of developing at least one advanced adenoma (11.6% for folic acid [n = 35]); 6.9% for placebo [n = 21]; unadjusted RR = 1.67; 95% CI, 1.00–2.80; P = .05)","一项安慰剂对照的两因素双盲III期RCT（ASA/叶酸息肉预防研究）共纳入1,021例有近期结直肠息肉史的男性与女性，该研究发现叶酸（1 mg/天）可增加至少1个高级别腺瘤发生风险（叶酸组发生率11.6%[n=35]，安慰剂组6.9%[n=21]；未校正RR=1.67；95%CI，1.00-2.80；P=0.05）"
Sentence,s301,"Data from the Women’s Health Initiative (WHI), a randomized, placebo-controlled trial evaluating estrogen plus progestin, with a mean intervention of 5.6 years and a follow-up of 11.6 years showed that women taking combined hormone therapy had a statistically significant higher stage of cancer (regional and distant) at diagnosis but not a statistically significant number of deaths from CRC compared with women taking the placebo",来自妇女健康倡议（WHI）的数据显示，在一项评估雌孕激素联合治疗的的随机对照试验中，平均干预5.6年，平均随访11.6年，结果显示与服用安慰剂的女性相比，接受联合激素治疗的女性癌症诊断分期较晚（区域性或远处转移性），但结直肠癌引起的死亡人数并无显著增加
Sentence,s302,"The 2010 analysis analyzed long-term follow-up data from four RCTs, finding that allocation to ASA for 5 or more years reduced the 20-year incidence and mortality of proximal colon cancer (adjusted incidence HR = 0.35; 95% CI, 0.20–0.63; adjusted mortality HR = 0.24; 95% CI, 0.11–0.52) and also reduced the 20-year risk of rectal cancer (RR = 0.58; 95% CI, 0.36–0.92) but not distal colon cancer",2010年分析报道了4项RCT的长期随访数据，服用水杨酸至少5年可降低近端结肠癌的20年发病率与死亡率（调整发病率HR=0.35；95%CI，0.20-0.63；调整死亡率HR=0.24；95%CI，0.11-0.52），亦可降低20年直肠癌风险（RR=0.58；95%CI，0.36-0.92），但不影响远端结肠癌风险
Sentence,s303,"In a randomized, double-blind, placebo-controlled study of 77 patients with familial adenomatous polyposis, patients receiving 400 mg of celecoxib twice a day had a 28.0% reduction in the mean number of colorectal adenomas ( P = .003 for the comparison with placebo) and a 30.7% reduction in the polyp burden (sum of polyp diameters; P = .001) as compared with reductions of 4.5% and 4.9%, respectively, in the placebo group",一项随机、双盲、以安慰剂作对照的研究，纳入77例家族性腺瘤性息肉病患者，在每日2次服用塞来昔布400 mg的患者组中，结直肠腺瘤的平均数目减少28.0%（与安慰剂组比，P=0.003），息肉负荷（息肉直径总和）降低30.7%（与安慰剂组比，P=0.001），而安慰剂组结直肠腺瘤平均数目减少4.5%，息肉负荷减少4.9%
Sentence,s304,"A prospective cohort study observed that higher energy-adjusted folate intake in the form of multivitamins containing folic acid was related to a lower risk for colon cancer (RR = 0.69; 95% CI, 0.52–0.93) for intake of more than 400 µg/day compared with intake of 200 µg/day or less after controlling for age, family history of CRC, ASA use, smoking, body mass, physical activity, and intakes of red meat, alcohol, methionine, and fiber",一项前瞻性队列研究对能量摄入进行校正后发现，多摄入含叶酸的复合维生素可降低结肠癌发生风险，经年龄、结直肠癌家族史、水杨酸用药史、吸烟史、体重、体育活动量、红肉摄入情况、饮酒、蛋氨酸与纤维调整，每日服用超过400 µg/天与服用不超过200 µg/天相比，RR为0.69（95%CI，0.52-0.93）
Sentence,s305,"Among women in the combined estrogen plus progestin group of the WHI, an extended follow-up (mean, 11.6 years) confirmed that fewer CRC were diagnosed in the combined hormone therapy group than in the placebo group (HR = 0.72; 95% CI, 0.56–0.94); the CRCs in women in the combined group were more likely to have lymph node involvement than the CRCs in women in the placebo group (50.5% vs 28.6%; P &lt; .001) and were classified at higher stages (regional and distant) (68.8% vs 51.4%; P = .003)",WHI雌孕激素联合治疗组延长随访（平均11.6年）研究发现，与安慰剂组相比，激素联合治疗组的结直肠癌发病率更低（HR=0.72；95%CI，0.56-0.94）；患结直肠癌后淋巴结更易受累（分别50.5%与28.6%；P＜0.001）；结直肠癌诊断分期较晚（局部与远处转移）（分别68.8%与51.4%；P=0.003）
Sentence,s1,The lead reviewers for Rectal Cancer Treatment are:,直肠癌治疗的首席审核人为：
Sentence,s2,Personal history of colorectal cancer or colorectal adenomas,​结直肠癌或结直肠腺瘤病史
Sentence,s3,"Personal history of ovarian, endometrial, or breast cancer",​卵巢癌、子宫内膜癌或乳腺癌病史
Sentence,s4,IVCI 5-FU plus weekly oxaliplatin with radiation therapy,​5-FU IVCI加每周一次奥沙利铂联合放疗
Sentence,s5,Reprinted with permission from AJCC: Colon and rectum,经允许转载自AJCC：结肠与直肠
Sentence,s6,Four to six months of 5-FU-based chemotherapy postoperatively,术后进行为期4-6个月的以5-FU为基础的化疗
Sentence,s7,Intravenous continuous infusion (IVCI) 5-FU with radiation therapy,5FU静脉连续输液（IVCI）联合放疗
Sentence,s8,Gastrointestinal stromal tumors can occur in the rectum,​胃肠道间质瘤亦可发生于结肠
Sentence,s9,More common conditions with an increased risk include:,其他增加直肠癌风险的因素包括：
Sentence,s10,National Surgical Adjuvant Breast and Bowel Project (NSABP),美国乳腺与肠道外科辅助治疗研究项目（NSABP）
Sentence,s11,To detect potentially curable recurrent or metastatic cancers,检测是否有潜在的可治愈性复发或转移癌
Sentence,s12,Colorectal cancer affects men and women almost equally,男性与女性的结直肠癌发病率基本相当
Sentence,s13,"Each arm of the trial included 1,123 patients","每个治疗组各有1,123例患者入组"
Sentence,s14,(See Treatment Option Overview section for more information.),（更多信息请参见：治疗选择概述）
Sentence,s15,The Addition of Targeted Therapy to Multiagent Chemotherapy,多药化疗方案中添加靶向治疗
Sentence,s16,Tumor invades through the muscularis propria into pericolorectal tissues,肿瘤肿瘤穿透固有肌层到达直肠周围组织
Sentence,s17,Positron emission tomography (PET) to image distant metastatic disease,使用正电子发射断层扫描（PET）评估远处转移情况
Sentence,s18,"L-cell, glucagon-like peptide and pancreatic polypeptide/peptide YY (PYY)-producing tumor",分泌胰高血糖素样多肽与胰腺多肽/YY肽（PYY）的L细胞瘤
Sentence,s19,Longer-term outcomes including OS have not yet been reported,包括OS在内的长期指标评估目前还未报道
Sentence,s20,Drug combinations described in this section include the following:,本章节将提及的化疗药物联合使用方案包括：
Sentence,s21,First-degree family history of colorectal cancer or colorectal adenomas,​一级亲属中有结直肠癌或结直肠腺瘤病史
Sentence,s22,Marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue type,粘膜相关淋巴组织型边缘区B细胞淋巴瘤
Sentence,s23,Expert-reviewed information summary about the treatment of rectal cancer,关于直肠癌治疗的专家审核信息总结
Sentence,s24,Unusual Cancers of Childhood Treatment (colorectal cancer in children),儿童罕见肿瘤的治疗（儿童结直肠癌）
Sentence,s25,Juvenile polyposis syndrome: SMAD4 / DPC4 and BMPR1A genes,幼年性息肉病综合征：SMAD4/DPC4和BMPR1A基因
Sentence,s26,Tumor penetrates to the surface of the visceral peritoneum,肿瘤穿透脏层腹膜表面
Sentence,s27,Complete colonoscopy to rule out cancers elsewhere in the bowel,全面结肠镜检查，排除肠道其他部位肿瘤
Sentence,s28,The primary objective of this study is locoregional disease control,本研究的主要目的为局部肿瘤控制
Sentence,s29,The staging system does not apply to the following histologies:,此分期系统不适用于下列组织学类型：
Sentence,s30,Pan-body computed tomography (CT) scan to rule out metastatic disease,行全身计算机断层扫描（CT），排除转移性疾病
Sentence,s31,"The 1,630 patients were randomly assigned to three treatment groups:","研究将1,630例患者随机分为三个治疗组"
